dam_id,dam_name,state,name_storage,namo_storage,current_storage,fill_percent,log_date
1,Aguamilpa,Nayarit,4047.31,2850.71,1089.38,0.38,31/03/2021
2,Laguna de Catemaco,Veracruz,133.22,88.26,30.85,0.35,31/03/2021
3,Angostura,Chiapas,17356.9,13169.63,9885.89,0.75,31/03/2021
4,Infiernillo,Michoacán,11880.78,6054.31,2535.85,0.42,31/03/2021
5,La Yesca,Jalisco,1491.99,1392.02,798.14,0.57,31/03/2021
6,El Caracol,Guerrero,823.39,697.46,637.55,0.91,31/03/2021
7,Zimapán,Hidalgo,769,699,585.41,0.84,31/03/2021
8,La Villita,Michoacán,362.31,221.29,194.67,0.88,31/03/2021
9,Apulco o Mazatepec,Puebla,13.62,12.54,5.11,0.41,31/03/2021
10,El Cajón,Nayarit,1446.1,1335.13,777.29,0.58,31/03/2021
11,Huites,Sinaloa,4069.09,2703.99,3.28,0,31/03/2021
12,Santa Rosa,Jalisco,211.13,195.63,55.38,0.28,31/03/2021
13,Chicoasén,Chiapas,259.56,205.98,183.49,0.89,31/03/2021
14,Malpaso Raudales de Malpaso,Chiapas,11000.59,9317.39,6645.34,0.71,31/03/2021
15,El Novillo,Sonora,3312.48,2633.58,973.25,0.37,31/03/2021
16,Temascal,Oaxaca,7884.64,6898.19,3518.09,0.51,31/03/2021
17,Peñitas,Chiapas,397.12,215.04,170.83,0.79,31/03/2021
18,Abelardo L. Rodríguez,Aguascalientes,18.82,16,4.85,0.3,31/03/2021
19,Abelardo L. Rodríguez o Tijuana,Baja California,121.39,76.9,14.92,0.19,31/03/2021
20,Hermosillo,Sonora,284.47,219.52,0,0,31/03/2021
21,Guadalupe,Chihuahua,102.89,79.35,31.19,0.39,31/03/2021
22,Vaqueros,Jalisco,12.21,7.36,1.69,0.23,31/03/2021
23,El Humaya o El Varejonal,Sinaloa,4034.52,3086.61,526.51,0.17,31/03/2021
24,Mocuzari,Sonora,1822.14,1039.84,10.71,0.01,31/03/2021
25,Mata De Pinos,Michoacán,18.75,15.68,6.21,0.4,31/03/2021
26,Dique 10 Son.,Sonora,41.16,37.58,34.85,0.93,31/03/2021
27,Las Garzas,Guerrero,133.03,102.5,55.2,0.54,31/03/2021
28,Wilson,Michoacán,28.31,25.34,3.26,0.13,31/03/2021
29,Las Piedras,Jalisco,146.89,124.75,84.07,0.67,31/03/2021
30,Canoas,Durango,57.88,45,38.24,0.85,31/03/2021
31,Tomatlán o El Tule,Jalisco,707.62,466.69,330.15,0.71,31/03/2021
32,Cañada del Lobo S.L.P.,San Luis Potosí,2.16,1.24,0.3,0.24,31/03/2021
33,Chihuahua,Chihuahua,35.63,23.38,11.67,0.5,31/03/2021
34,Chila,Jalisco,1,0.76,0.59,0.77,31/03/2021
35,San José de Gracia,Aguascalientes,5.04,4.1,3.85,0.94,31/03/2021
36,Cointzio,Michoacán,79.23,68.52,40.16,0.59,31/03/2021
37,Hidalgo,Querétaro,76.46,66.08,3.46,0.05,31/03/2021
38,Chilatan,Michoacán,807.15,590.03,312.92,0.53,31/03/2021
