dam_id,dam_name,state,name_storage,namo_storage,current_storage,fill_percent,log_date
1,Aguamilpa,Nayarit,4047.31,2850.71,1186.28,0.42,09/03/2021
2,Laguna de Catemaco,Veracruz,133.22,88.26,52.93,0.6,09/03/2021
3,Angostura,Chiapas,17356.9,13169.63,10705.28,0.81,09/03/2021
4,Infiernillo,Michoacán,11880.78,6054.31,2792.86,0.46,09/03/2021
5,La Yesca,Jalisco,1491.99,1392.02,790.74,0.57,09/03/2021
6,El Caracol,Guerrero,823.39,697.46,598.34,0.86,09/03/2021
7,Zimapán,Hidalgo,769,699,580.34,0.83,09/03/2021
8,La Villita,Michoacán,362.31,221.29,184.21,0.83,09/03/2021
9,Apulco o Mazatepec,Puebla,13.62,12.54,5.08,0.41,09/03/2021
10,El Cajón,Nayarit,1446.1,1335.13,779.51,0.58,09/03/2021
11,Huites,Sinaloa,4069.09,2703.99,119.34,0.04,09/03/2021
12,Santa Rosa,Jalisco,211.13,195.63,76.06,0.39,09/03/2021
13,Chicoasén,Chiapas,259.56,205.98,159.58,0.77,09/03/2021
14,Malpaso Raudales de Malpaso,Chiapas,11000.59,9317.39,7027.67,0.75,09/03/2021
15,El Novillo,Sonora,3312.48,2633.58,1035.9,0.39,09/03/2021
16,Temascal,Oaxaca,7884.64,6898.19,3917.2,0.57,09/03/2021
17,Peñitas,Chiapas,397.12,215.04,171.45,0.8,09/03/2021
18,Abelardo L. Rodríguez,Aguascalientes,18.82,16,5.06,0.32,09/03/2021
19,Abelardo L. Rodríguez o Tijuana,Baja California,121.39,76.9,14.82,0.19,09/03/2021
20,Hermosillo,Sonora,284.47,219.52,0,0,09/03/2021
21,Guadalupe,Chihuahua,102.89,79.35,33.91,0.43,09/03/2021
22,Vaqueros,Jalisco,12.21,7.36,2.37,0.32,09/03/2021
23,El Humaya o El Varejonal,Sinaloa,4034.52,3086.61,707.32,0.23,09/03/2021
24,Mocuzari,Sonora,1822.14,1039.84,52.06,0.05,09/03/2021
25,Mata De Pinos,Michoacán,18.75,15.68,9.27,0.59,09/03/2021
26,Dique 10 Son.,Sonora,41.16,37.58,35.06,0.93,09/03/2021
27,Las Garzas,Guerrero,133.03,102.5,67.08,0.65,09/03/2021
28,Wilson,Michoacán,28.31,25.34,4.39,0.17,09/03/2021
