dam_id,dam_name,state,name_storage,namo_storage,current_storage,fill_percent,log_date
1,Aguamilpa,Nayarit,4047.31,2850.71,1041.64,0.37,17/05/2021
2,Laguna de Catemaco,Veracruz,133.22,88.26,3.67,0.04,17/05/2021
3,Angostura,Chiapas,17356.9,13169.6,7634.13,0.58,17/05/2021
4,Infiernillo,Michoacán,11880.8,4843.75,1535.54,0.32,17/05/2021
5,La Yesca,Jalisco,1491.99,1392.02,388.76,0.28,17/05/2021
6,El Caracol,Guerrero,823.39,697.46,429.76,0.62,17/05/2021
7,Zimapán,Hidalgo,769,699,504.78,0.72,17/05/2021
8,La Villita,Michoacán,362.31,221.29,193.08,0.87,17/05/2021
9,Apulco o Mazatepec,Puebla,13.62,12.54,5.33,0.43,17/05/2021
10,El Cajón,Nayarit,1446.1,1335.13,846.84,0.63,17/05/2021
11,Huites,Sinaloa,4069.09,2703.99,9.85,0,17/05/2021
12,Santa Rosa,Jalisco,211.13,195.63,49.16,0.25,17/05/2021
13,Chicoasén,Chiapas,259.56,205.98,182.69,0.89,17/05/2021
14,Malpaso Raudales de Malpaso,Chiapas,11000.6,9317.39,6268.44,0.67,17/05/2021
15,El Novillo,Sonora,3312.48,2633.58,775.3,0.29,17/05/2021
16,Temascal,Oaxaca,7884.64,6898.19,2381.08,0.35,17/05/2021
17,Peñitas,Chiapas,397.12,215.04,168.38,0.78,17/05/2021
18,Abelardo L. Rodríguez,Aguascalientes,18.82,16,4.47,0.28,17/05/2021
19,Abelardo L. Rodríguez o Tijuana,Baja California,121.39,76.9,14.73,0.19,17/05/2021
20,Hermosillo,Sonora,284.47,219.52,0,0,17/05/2021
21,Guadalupe,Chihuahua,102.89,79.35,23.71,0.3,17/05/2021
22,Vaqueros,Jalisco,12.21,7.36,0.87,0.12,17/05/2021
23,El Humaya o El Varejonal,Sinaloa,4034.52,3086.61,206.19,0.07,17/05/2021
24,Mocuzari,Sonora,1822.14,950.25,12.32,0.01,17/05/2021
25,Mata De Pinos,Michoacán,18.75,15.68,2.39,0.15,17/05/2021
26,Dique 10 Son.,Sonora,41.16,37.58,30.84,0.82,17/05/2021
27,Las Garzas,Guerrero,133.03,102.5,34.6,0.34,17/05/2021
28,Wilson,Michoacán,28.31,25.34,2.13,0.08,17/05/2021
29,Las Piedras,Jalisco,146.89,124.75,64.24,0.51,17/05/2021
30,Canoas,Durango,57.88,45,33.67,0.75,17/05/2021
31,Tomatlán o El Tule,Jalisco,707.62,442.76,253.53,0.57,17/05/2021
32,Cañada del Lobo S.L.P.,San Luis Potosí,2.16,1.24,0.27,0.22,17/05/2021
33,Chihuahua,Chihuahua,35.63,23.38,11.43,0.49,17/05/2021
34,Chila,Jalisco,1,0.76,0.59,0.77,17/05/2021
35,San José de Gracia,Aguascalientes,5.04,4.1,3.52,0.86,17/05/2021
36,Cointzio,Michoacán,79.23,50.84,35.5,0.7,17/05/2021
37,Hidalgo,Querétaro,76.46,66.08,2.09,0.03,17/05/2021
38,Chilatan,Michoacán,807.15,590.03,243.99,0.41,17/05/2021
39,Copándaro De Corrales,Michoacán,9.72,2.75,0,0,17/05/2021
40,Corrinchis,Jalisco,29,20,4.06,0.2,17/05/2021
41,Santa Teresa,Sonora,66.33,41.47,1.33,0.03,17/05/2021
42,El Cuchillo,Nuevo León,1784.29,1123.14,586.74,0.52,17/05/2021
43,Los Gigantes,Jalisco,8.85,7.5,4.33,0.58,17/05/2021
44,Danxho,Estado de México,32.67,31.05,3.77,0.12,17/05/2021
45,De Gonzalo,Michoacán,10,8.84,5.38,0.61,17/05/2021
46,Derivadora Las Blancas,Tamaulipas,133.43,83.78,14.92,0.18,17/05/2021
47,Der. Potrerillos,Aguascalientes,2.1,2.04,1.18,0.58,17/05/2021
48,Los Arcos,Querétaro,8.04,5.79,0.92,0.16,17/05/2021
49,El Bosque,Michoacán,220.1,202.4,70.04,0.35,17/05/2021
50,El Carrizo,Baja California,44.59,40.87,24.12,0.59,17/05/2021
51,El Cazadero,Zacatecas,44.68,22.18,10.94,0.49,17/05/2021
52,El Centenario,Coahuila,25.71,24.59,14.08,0.57,17/05/2021
53,El Centenario,Querétaro,14.18,9.78,0.82,0.08,17/05/2021
54,El Chique,Zacatecas,192.57,138.91,77.2,0.56,17/05/2021
55,El Cuarenta,Jalisco,38.96,30.63,2.47,0.08,17/05/2021
56,El Estribón,Jalisco,7.74,6.38,5.05,0.79,17/05/2021
57,El Gallo,Guerrero,545.97,400.04,255.87,0.64,17/05/2021
58,El Granero,Chihuahua,824.76,284.38,108.14,0.38,17/05/2021
59,Molinitos,Estado de México,8.7,7.69,0.94,0.12,17/05/2021
60,Piedra Labrada,Veracruz,8.13,2.5,2.33,0.93,17/05/2021
61,El Niagara,Aguascalientes,31.7,16.19,15.84,0.98,17/05/2021
62,El Palote,Guanajuato,17.16,9.64,3.26,0.34,17/05/2021
63,El Potosino,San Luis Potosí,5.2,3.29,0.78,0.24,17/05/2021
64,El Rejón,Chihuahua,7.76,6.53,3.27,0.5,17/05/2021
65,El Rodeo,Morelos,33.14,26.98,1.81,0.07,17/05/2021
66,El Salto,Jalisco,118.54,85,72.48,0.85,17/05/2021
67,El Tigre,Durango,18.56,14,3.67,0.26,17/05/2021
68,El Tintero,Chihuahua,216.7,125.08,20.66,0.17,17/05/2021
69,Ensenada,Baja California,6.34,2.73,0.79,0.29,17/05/2021
70,Endó,Hidalgo,208.65,182.9,105.5,0.58,17/05/2021
71,Las Ánimas,Tamaulipas,654.37,563.44,118.13,0.21,17/05/2021
72,Isla de las Aves o El Salto,Estado de México,12.32,9.93,1.51,0.15,17/05/2021
73,El Bosque,Durango,96.57,73.26,62.92,0.86,17/05/2021
74,Las Tortolas,Durango,383.16,309.24,189.38,0.61,17/05/2021
75,Trujillo,Zacatecas,125.92,95.72,35.53,0.37,17/05/2021
76,El Peaje,San Luis Potosí,9.05,6.69,0.28,0.04,17/05/2021
77,San Antonio,Michoacán,29.79,28.68,3.07,0.11,17/05/2021
78,Bacurato,Sinaloa,2687.07,1618.75,177.11,0.11,17/05/2021
79,Huapango,Estado de México,126.5,121.3,2.75,0.02,17/05/2021
80,Valencia,Jalisco,22.63,21.73,5.32,0.24,17/05/2021
81,La Begoña,Guanajuato,241.41,125.12,25.43,0.2,17/05/2021
82,Punta de Agua,Sonora,29.69,16.16,0.19,0.01,17/05/2021
83,La Gavia,Estado de México,36.3,20.23,10.11,0.5,17/05/2021
84,Santa Teresa,Zacatecas,13.94,9.17,5.28,0.58,17/05/2021
85,El Salto o Elota,Sinaloa,815.59,403.9,61.92,0.15,17/05/2021
86,Agua Puerca,Durango,56.06,30.76,12.9,0.42,17/05/2021
87,Puente Calderón,Jalisco,100,80,10.89,0.14,17/05/2021
88,El Sabinal o El Cajón,Sinaloa,469.2,294.58,52.33,0.18,17/05/2021
89,La Pólvora,Jalisco,56.15,51.68,15.39,0.3,17/05/2021
90,Tayahua,Zacatecas,50.38,31.6,13.44,0.43,17/05/2021
91,El Molinito,Sonora,222.47,121.2,6.06,0.05,17/05/2021
92,La Vega,Jalisco,80,44.04,14.32,0.33,17/05/2021
93,Falcón,Tamaulipas,1607.96,1351.63,36.62,0.03,17/05/2021
94,La Amistad,Coahuila,2707.44,1769.66,124.22,0.07,17/05/2021
95,Jalpan,Querétaro,11.2,8,5.04,0.63,17/05/2021
96,Jaripo,Michoacán,9.27,6.03,1.28,0.21,17/05/2021
97,La Peña,Hidalgo,43.32,39.99,15.74,0.39,17/05/2021
98,Der. Jocoqui,Aguascalientes,11.4,10.98,10.32,0.94,17/05/2021
99,El Sabino,Sinaloa,685.11,519.28,77.64,0.15,17/05/2021
100,San Bernabé,Estado de México,52.51,35.31,4.07,0.12,17/05/2021
101,Cerro Prieto,Nuevo León,393,300,48.42,0.16,17/05/2021
102,El Comedero,Sinaloa,3966.17,2580.19,257.31,0.1,17/05/2021
103,La Villita,Zacatecas,11.17,9.02,4.17,0.46,17/05/2021
104,Vinoramas,Sinaloa,102,54.68,14.05,0.26,17/05/2021
105,El Portillo II o Cuxtepeques,Chiapas,116.11,68.15,30.91,0.45,17/05/2021
106,Lago Toronto,Chihuahua,3453.58,2893.57,671.6,0.23,17/05/2021
107,La Calera,Guerrero,34.19,9.39,5.99,0.64,17/05/2021
108,La Cangrejera,Veracruz,31.6,28.54,4.13,0.14,17/05/2021
109,La Codorniz,Aguascalientes,6.53,5.37,2.66,0.49,17/05/2021
110,La Colonia,Jalisco,6.5,5.78,3.34,0.58,17/05/2021
111,La Concepción,Estado de México,12.6,12.11,4.37,0.36,17/05/2021
112,La Esperanza,Hidalgo,4.2,3.92,3.56,0.91,17/05/2021
113,La Fragua,Coahuila,85.38,47.3,13.49,0.29,17/05/2021
114,La Golondrina,Guanajuato,5.97,4.67,1.17,0.25,17/05/2021
115,Tejocotal,Hidalgo,49.23,40.64,7.74,0.19,17/05/2021
116,Divino Redentor,Querétaro,14.41,9.31,0,0,17/05/2021
117,La Muñeca,San Luis Potosí,31,24.14,6.2,0.26,17/05/2021
118,La Purísima,Guanajuato,181.93,110,56.81,0.52,17/05/2021
119,La Red,Jalisco,18.3,14.25,5.51,0.39,17/05/2021
120,Garabatillos,Jalisco,21.5,16,4.86,0.3,17/05/2021
121,La Soledad,Guanajuato,2.37,1.86,1.52,0.82,17/05/2021
122,La Venta,Querétaro,3.78,2.48,0,0,17/05/2021
