dam_id,dam_name,state,name_storage,namo_storage,current_storage,fill_percent,log_date
1,Aguamilpa,Nayarit,4047.31,2850.71,1051.84,0.37,08/05/2021
2,Laguna de Catemaco,Veracruz,133.22,88.26,12.48,0.14,08/05/2021
3,Angostura,Chiapas,17356.9,13169.6,8057.41,0.61,08/05/2021
4,Infiernillo,Michoacán,11880.8,4843.75,1847.58,0.38,08/05/2021
5,La Yesca,Jalisco,1491.99,1392.02,489.58,0.35,08/05/2021
6,El Caracol,Guerrero,823.39,697.46,419.01,0.6,08/05/2021
7,Zimapán,Hidalgo,769,699,510.4,0.73,08/05/2021
8,La Villita,Michoacán,362.31,221.29,195.93,0.89,08/05/2021
9,Apulco o Mazatepec,Puebla,13.62,12.54,4.88,0.39,08/05/2021
10,El Cajón,Nayarit,1446.1,1335.13,833.89,0.62,08/05/2021
11,Huites,Sinaloa,4069.09,2703.99,9.14,0,08/05/2021
12,Santa Rosa,Jalisco,211.13,195.63,48.02,0.25,08/05/2021
13,Chicoasén,Chiapas,259.56,205.98,188.07,0.91,08/05/2021
14,Malpaso Raudales de Malpaso,Chiapas,11000.6,9317.39,6273.86,0.67,08/05/2021
15,El Novillo,Sonora,3312.48,2633.58,829.64,0.32,08/05/2021
16,Temascal,Oaxaca,7884.64,6898.19,2629.43,0.38,08/05/2021
17,Peñitas,Chiapas,397.12,215.04,172.68,0.8,08/05/2021
18,Abelardo L. Rodríguez,Aguascalientes,18.82,16,4.46,0.28,08/05/2021
19,Abelardo L. Rodríguez o Tijuana,Baja California,121.39,76.9,14.78,0.19,08/05/2021
20,Hermosillo,Sonora,284.47,219.52,0,0,08/05/2021
21,Guadalupe,Chihuahua,102.89,79.35,25.23,0.32,08/05/2021
22,Vaqueros,Jalisco,12.21,7.36,0.93,0.13,08/05/2021
23,El Humaya o El Varejonal,Sinaloa,4034.52,3086.61,220.6,0.07,08/05/2021
24,Mocuzari,Sonora,1822.14,950.25,12.15,0.01,08/05/2021
25,Mata De Pinos,Michoacán,18.75,15.68,2.74,0.17,08/05/2021
26,Dique 10 Son.,Sonora,41.16,37.58,33.75,0.9,08/05/2021
27,Las Garzas,Guerrero,133.03,102.5,35.88,0.35,08/05/2021
28,Wilson,Michoacán,28.31,25.34,2.17,0.09,08/05/2021
29,Las Piedras,Jalisco,146.89,124.75,67.08,0.54,08/05/2021
30,Canoas,Durango,57.88,45,34.94,0.78,08/05/2021
31,Tomatlán o El Tule,Jalisco,707.62,442.76,269.21,0.61,08/05/2021
32,Cañada del Lobo S.L.P.,San Luis Potosí,2.16,1.24,0.27,0.22,08/05/2021
33,Chihuahua,Chihuahua,35.63,23.38,11.49,0.49,08/05/2021
34,Chila,Jalisco,1,0.76,0.59,0.77,08/05/2021
35,San José de Gracia,Aguascalientes,5.04,4.1,3.57,0.87,08/05/2021
36,Cointzio,Michoacán,79.23,50.84,36.08,0.71,08/05/2021
37,Hidalgo,Querétaro,76.46,66.08,1.54,0.02,08/05/2021
38,Chilatan,Michoacán,807.15,590.03,250.76,0.42,08/05/2021
39,Copándaro De Corrales,Michoacán,9.72,2.75,0,0,08/05/2021
40,Corrinchis,Jalisco,29,20,3.96,0.2,08/05/2021
41,Santa Teresa,Sonora,66.33,41.47,1.36,0.03,08/05/2021
42,El Cuchillo,Nuevo León,1784.29,1123.14,591.61,0.53,08/05/2021
43,Los Gigantes,Jalisco,8.85,7.5,4.33,0.58,08/05/2021
44,Danxho,Estado de México,32.67,31.05,3.76,0.12,08/05/2021
45,De Gonzalo,Michoacán,10,8.84,5.38,0.61,08/05/2021
46,Derivadora Las Blancas,Tamaulipas,133.43,83.78,14.03,0.17,08/05/2021
