dam_id,dam_name,state,name_storage,namo_storage,current_storage,fill_percent,log_date
1,Aguamilpa,Nayarit,4047.31,2850.71,1273.21,0.45,06/02/2021
2,Laguna de Catemaco,Veracruz,133.22,88.26,80.16,0.91,06/02/2021
3,Angostura,Chiapas,17356.9,13169.63,11506.06,0.87,06/02/2021
4,Infiernillo,Michoacán,11880.78,6054.31,3157.35,0.52,06/02/2021
5,La Yesca,Jalisco,1491.99,1392.02,792.78,0.57,06/02/2021
6,El Caracol,Guerrero,823.39,697.46,696.05,1,06/02/2021
7,Zimapán,Hidalgo,769,699,562.17,0.8,06/02/2021
8,La Villita,Michoacán,362.31,221.29,185.8,0.84,06/02/2021
9,Apulco o Mazatepec,Puebla,13.62,12.54,4.88,0.39,06/02/2021
10,El Cajón,Nayarit,1446.1,1335.13,830.19,0.62,06/02/2021
11,Huites,Sinaloa,4069.09,2703.99,150.8,0.06,06/02/2021
12,Santa Rosa,Jalisco,211.13,195.63,117.51,0.6,06/02/2021
13,Chicoasén,Chiapas,259.56,205.98,164.13,0.8,06/02/2021
14,Malpaso Raudales de Malpaso,Chiapas,11000.59,9317.39,7414.13,0.8,06/02/2021
15,El Novillo,Sonora,3312.48,2633.58,1128.94,0.43,06/02/2021
16,Temascal,Oaxaca,7884.64,6898.19,4334.72,0.63,06/02/2021
17,Peñitas,Chiapas,397.12,215.04,170.84,0.79,06/02/2021
18,Abelardo L. Rodríguez,Aguascalientes,18.82,16,5.23,0.33,06/02/2021
19,Abelardo L. Rodríguez o Tijuana,Baja California,121.39,76.9,14.78,0.19,06/02/2021
20,Hermosillo,Sonora,284.47,219.52,0,0,06/02/2021
21,Guadalupe,Chihuahua,102.89,79.35,34.81,0.44,06/02/2021
22,Vaqueros,Jalisco,12.21,7.36,2.93,0.4,06/02/2021
23,El Humaya o El Varejonal,Sinaloa,4034.52,3086.61,922.99,0.3,06/02/2021
24,Mocuzari,Sonora,1822.14,1039.84,181.87,0.17,06/02/2021
25,Mata De Pinos,Michoacán,18.75,15.68,11.92,0.76,06/02/2021
26,Dique 10 Son.,Sonora,41.16,37.58,33.28,0.89,06/02/2021
27,Las Garzas,Guerrero,133.03,102.5,82.28,0.8,06/02/2021
28,Wilson,Michoacán,28.31,25.34,5.5,0.22,06/02/2021
29,Las Piedras,Jalisco,146.89,124.75,107.08,0.86,06/02/2021
30,Canoas,Durango,57.88,45,42.27,0.94,06/02/2021
31,Tomatlán o El Tule,Jalisco,707.62,466.69,411.9,0.88,06/02/2021
32,Cañada del Lobo S.L.P.,San Luis Potosí,2.16,1.24,0.33,0.27,06/02/2021
33,Chihuahua,Chihuahua,35.63,23.38,11.99,0.51,06/02/2021
34,Chila,Jalisco,1,0.76,0.59,0.77,06/02/2021
35,San José de Gracia,Aguascalientes,5.04,4.1,3.94,0.96,06/02/2021
36,Cointzio,Michoacán,79.23,68.52,44.37,0.65,06/02/2021
37,Hidalgo,Querétaro,76.46,66.08,4.93,0.07,06/02/2021
38,Chilatan,Michoacán,807.15,590.03,407.86,0.69,06/02/2021
39,Copándaro De Corrales,Michoacán,9.72,2.75,0.06,0.02,06/02/2021
40,Corrinchis,Jalisco,29,20,10.86,0.54,06/02/2021
41,Santa Teresa,Sonora,66.33,41.47,2.46,0.06,06/02/2021
42,El Cuchillo,Nuevo León,1784.29,1123.14,758.41,0.68,06/02/2021
43,Los Gigantes,Jalisco,8.85,7.5,4.33,0.58,06/02/2021
44,Danxho,Estado de México,32.67,31.05,13.97,0.45,06/02/2021
45,De Gonzalo,Michoacán,10,8.84,5.38,0.61,06/02/2021
46,Derivadora Las Blancas,Tamaulipas,133.43,83.78,15.11,0.18,06/02/2021
47,Der. Potrerillos,Aguascalientes,2.1,2.04,1.21,0.59,06/02/2021
48,Los Arcos,Querétaro,8.04,5.79,1.36,0.24,06/02/2021
49,El Bosque,Michoacán,220.1,202.4,105.64,0.52,06/02/2021
50,El Carrizo,Baja California,44.59,40.87,22.3,0.55,06/02/2021
51,El Cazadero,Zacatecas,44.68,22.18,20.33,0.92,06/02/2021
52,El Centenario,Coahuila,25.71,24.59,16.96,0.69,06/02/2021
53,El Centenario,Querétaro,14.18,9.78,2.03,0.21,06/02/2021
54,El Chique,Zacatecas,192.57,138.91,89.56,0.64,06/02/2021
55,El Cuarenta,Jalisco,38.96,30.63,11.01,0.36,06/02/2021
56,El Estribón,Jalisco,7.74,6.38,5.05,0.79,06/02/2021
57,El Gallo,Guerrero,545.97,400.04,345.93,0.86,06/02/2021
58,El Granero,Chihuahua,832.41,292.47,145.47,0.5,06/02/2021
59,Molinitos,Estado de México,8.7,7.69,0.94,0.12,06/02/2021
60,Piedra Labrada,Veracruz,8.13,2.5,2.51,1.01,06/02/2021
61,El Niagara,Aguascalientes,31.7,16.19,16.25,1,06/02/2021
62,El Palote,Guanajuato,17.16,9.64,5.49,0.57,06/02/2021
63,El Potosino,San Luis Potosí,5.2,3.29,1.42,0.43,06/02/2021
64,El Rejón,Chihuahua,7.76,6.53,3.42,0.52,06/02/2021
65,El Rodeo,Morelos,33.14,26.98,7.1,0.26,06/02/2021
66,El Salto,Jalisco,118.54,85,78.73,0.93,06/02/2021
67,El Tigre,Durango,18.56,14,6.52,0.47,06/02/2021
68,El Tintero,Chihuahua,216.7,125.08,23.37,0.19,06/02/2021
69,Ensenada,Baja California,6.34,2.73,1.26,0.46,06/02/2021
70,Endó,Hidalgo,208.65,182.9,145.42,0.8,06/02/2021
71,Las Ánimas,Tamaulipas,654.37,563.44,264.82,0.47,06/02/2021
72,Isla de las Aves o El Salto,Estado de México,12.32,9.93,4.34,0.44,06/02/2021
