dam_id,dam_name,state,name_storage,namo_storage,current_storage,fill_percent,log_date
1,Aguamilpa,Nayarit,4047.31,2850.71,1449.14,0.51,06/01/2021
2,Laguna de Catemaco,Veracruz,133.22,88.26,80.9,0.92,06/01/2021
3,Angostura,Chiapas,17356.9,13169.63,12094.3,0.92,06/01/2021
4,Infiernillo,Michoacán,11880.78,6054.31,3437.73,0.57,06/01/2021
5,La Yesca,Jalisco,1491.99,1392.02,779.25,0.56,06/01/2021
6,El Caracol,Guerrero,823.39,697.46,689.49,0.99,06/01/2021
7,Zimapán,Hidalgo,769,699,532.99,0.76,06/01/2021
8,La Villita,Michoacán,362.31,221.29,188.96,0.85,06/01/2021
9,Apulco o Mazatepec,Puebla,13.62,12.54,5.12,0.41,06/01/2021
10,El Cajón,Nayarit,1446.1,1335.13,828.71,0.62,06/01/2021
11,Huites,Sinaloa,4069.09,2703.99,128.07,0.05,06/01/2021
12,Santa Rosa,Jalisco,211.13,195.63,103.96,0.53,06/01/2021
13,Chicoasén,Chiapas,259.56,205.98,173.63,0.84,06/01/2021
14,Malpaso Raudales de Malpaso,Chiapas,11000.59,9317.39,7704.15,0.83,06/01/2021
15,El Novillo,Sonora,3312.48,2633.58,1206.17,0.46,06/01/2021
16,Temascal,Oaxaca,7884.64,6898.19,4231.54,0.61,06/01/2021
17,Peñitas,Chiapas,397.12,215.04,176.36,0.82,06/01/2021
18,Abelardo L. Rodríguez,Aguascalientes,18.82,16,5.48,0.34,06/01/2021
19,Abelardo L. Rodríguez o Tijuana,Baja California,121.39,76.9,14.58,0.19,06/01/2021
20,Hermosillo,Sonora,284.47,219.52,0,0,06/01/2021
21,Guadalupe,Chihuahua,102.89,79.35,35.55,0.45,06/01/2021
22,Vaqueros,Jalisco,12.21,7.36,3.4,0.46,06/01/2021
23,El Humaya o El Varejonal,Sinaloa,4034.52,3086.61,1045.61,0.34,06/01/2021
24,Mocuzari,Sonora,1822.14,1039.84,272.95,0.26,06/01/2021
25,Mata De Pinos,Michoacán,18.75,15.68,13.68,0.87,06/01/2021
26,Dique 10 Son.,Sonora,41.16,37.58,34.92,0.93,06/01/2021
27,Las Garzas,Guerrero,133.03,102.5,93.32,0.91,06/01/2021
28,Wilson,Michoacán,28.31,25.34,5.93,0.23,06/01/2021
29,Las Piedras,Jalisco,146.89,124.75,120.6,0.97,06/01/2021
30,Canoas,Durango,57.88,45,43.15,0.96,06/01/2021
31,Tomatlán o El Tule,Jalisco,707.62,466.69,447.1,0.96,06/01/2021
32,Cañada del Lobo S.L.P.,San Luis Potosí,2.16,1.24,0.34,0.27,06/01/2021
33,Chihuahua,Chihuahua,35.63,23.38,12.16,0.52,06/01/2021
34,Chila,Jalisco,1,0.76,0.59,0.77,06/01/2021
35,San José de Gracia,Aguascalientes,5.04,4.1,3.97,0.97,06/01/2021
36,Cointzio,Michoacán,79.23,68.52,46.14,0.67,06/01/2021
37,Hidalgo,Querétaro,76.46,66.08,6.69,0.1,06/01/2021
38,Chilatan,Michoacán,807.15,590.03,460.97,0.78,06/01/2021
39,Copándaro De Corrales,Michoacán,9.72,2.75,0.06,0.02,06/01/2021
40,Corrinchis,Jalisco,29,20,12.62,0.63,06/01/2021
41,Santa Teresa,Sonora,66.33,41.47,2.8,0.07,06/01/2021
42,El Cuchillo,Nuevo León,1784.29,1123.14,1078.67,0.96,06/01/2021
43,Los Gigantes,Jalisco,8.85,7.5,4.33,0.58,06/01/2021
44,Danxho,Estado de México,32.67,31.05,14.08,0.45,06/01/2021
45,De Gonzalo,Michoacán,10,8.84,5.38,0.61,06/01/2021
46,Derivadora Las Blancas,Tamaulipas,133.43,83.78,16.39,0.2,06/01/2021
47,Der. Potrerillos,Aguascalientes,2.1,2.04,1.21,0.59,06/01/2021
48,Los Arcos,Querétaro,8.04,5.79,1.76,0.3,06/01/2021
49,El Bosque,Michoacán,220.1,202.4,120.64,0.6,06/01/2021
50,El Carrizo,Baja California,44.59,40.87,20.84,0.51,06/01/2021
51,El Cazadero,Zacatecas,44.68,22.18,20.46,0.92,06/01/2021
52,El Centenario,Coahuila,25.71,24.59,15.51,0.63,06/01/2021
53,El Centenario,Querétaro,14.18,9.78,2.72,0.28,06/01/2021
54,El Chique,Zacatecas,192.57,138.91,93.54,0.67,06/01/2021
55,El Cuarenta,Jalisco,38.96,30.63,11.33,0.37,06/01/2021
56,El Estribón,Jalisco,7.74,6.38,5.05,0.79,06/01/2021
57,El Gallo,Guerrero,545.97,400.04,378.99,0.95,06/01/2021
58,El Granero,Chihuahua,832.41,292.47,130.23,0.45,06/01/2021
59,Molinitos,Estado de México,8.7,7.69,0,0,06/01/2021
60,Piedra Labrada,Veracruz,8.13,2.5,2.51,1,06/01/2021
61,El Niagara,Aguascalientes,31.7,16.19,16.25,1,06/01/2021
62,El Palote,Guanajuato,17.16,9.64,6.06,0.63,06/01/2021
63,El Potosino,San Luis Potosí,5.2,3.29,1.64,0.5,06/01/2021
64,El Rejón,Chihuahua,7.76,6.53,3.46,0.53,06/01/2021
65,El Rodeo,Morelos,33.14,26.98,9.26,0.34,06/01/2021
66,El Salto,Jalisco,118.54,85,79.75,0.94,06/01/2021
67,El Tigre,Durango,18.56,14,6.83,0.49,06/01/2021
68,El Tintero,Chihuahua,216.7,125.08,23.24,0.19,06/01/2021
69,Ensenada,Baja California,6.34,2.73,1.3,0.47,06/01/2021
70,Endó,Hidalgo,208.65,182.9,168.27,0.92,06/01/2021
71,Las Ánimas,Tamaulipas,654.37,563.44,292.22,0.52,06/01/2021
72,Isla de las Aves o El Salto,Estado de México,12.32,9.93,4.44,0.45,06/01/2021
73,El Bosque,Durango,96.57,73.26,69.03,0.94,06/01/2021
74,Las Tortolas,Durango,383.16,309.24,268.91,0.87,06/01/2021
75,Trujillo,Zacatecas,125.92,95.72,54,0.56,06/01/2021
76,El Peaje,San Luis Potosí,9.05,6.69,1.36,0.2,06/01/2021
77,San Antonio,Michoacán,29.79,28.68,4.39,0.15,06/01/2021
78,Bacurato,Sinaloa,2687.07,1618.75,547.61,0.34,06/01/2021
79,Huapango,Estado de México,126.5,121.3,13.68,0.11,06/01/2021
80,Valencia,Jalisco,22.63,21.73,16.84,0.78,06/01/2021
81,La Begoña,Guanajuato,241.41,170.79,27.95,0.16,06/01/2021
82,Punta de Agua,Sonora,29.69,16.16,0.64,0.04,06/01/2021
83,La Gavia,Estado de México,36.3,20.23,20.36,1.01,06/01/2021
84,Santa Teresa,Zacatecas,13.94,9.17,7.9,0.86,06/01/2021
85,El Salto o Elota,Sinaloa,815.59,403.9,189.17,0.47,06/01/2021
86,Agua Puerca,Durango,56.06,30.76,14.69,0.48,06/01/2021
87,Puente Calderón,Jalisco,100,80,18.92,0.24,06/01/2021
88,El Sabinal o El Cajón,Sinaloa,469.2,294.58,88.06,0.3,06/01/2021
89,La Pólvora,Jalisco,56.15,51.68,30.08,0.58,06/01/2021
90,Tayahua,Zacatecas,50.38,31.6,24.87,0.79,06/01/2021
91,El Molinito,Sonora,222.47,121.2,10.27,0.08,06/01/2021
92,La Vega,Jalisco,80,44.04,38.81,0.88,06/01/2021
93,Falcón,Tamaulipas,1607.96,1351.63,70.95,0.05,06/01/2021
94,La Amistad,Coahuila,2707.44,1769.66,78.95,0.04,06/01/2021
95,Jalpan,Querétaro,11.2,8,8,1,06/01/2021
96,Jaripo,Michoacán,9.27,6.03,2.54,0.42,06/01/2021
97,La Peña,Hidalgo,43.32,39.99,32.19,0.8,06/01/2021
98,Der. Jocoqui,Aguascalientes,11.4,10.98,10.68,0.97,06/01/2021
99,El Sabino,Sinaloa,685.11,519.28,348.2,0.67,06/01/2021
100,San Bernabé,Estado de México,52.51,35.31,4.07,0.12,06/01/2021
101,Cerro Prieto,Nuevo León,393,300,73.75,0.25,06/01/2021
102,El Comedero,Sinaloa,3966.17,2580.19,809.09,0.31,06/01/2021
103,La Villita,Zacatecas,11.17,9.02,7.23,0.8,06/01/2021
104,Vinoramas,Sinaloa,102,54.68,16.86,0.31,06/01/2021
105,El Portillo II o Cuxtepeques,Chiapas,116.11,68.15,68.03,1,06/01/2021
106,Lago Toronto,Chihuahua,3453.58,2893.57,890.51,0.31,06/01/2021
107,La Calera,Guerrero,34.19,9.39,12.37,1.32,06/01/2021
108,La Cangrejera,Veracruz,31.6,28.54,28.02,0.98,06/01/2021
109,La Codorniz,Aguascalientes,6.53,5.37,4.18,0.78,06/01/2021
110,La Colonia,Jalisco,6.5,5.78,3.34,0.58,06/01/2021
111,La Concepción,Estado de México,12.6,12.11,7.11,0.59,06/01/2021
112,La Esperanza,Hidalgo,4.2,3.92,3.8,0.97,06/01/2021
113,La Fragua,Coahuila,85.38,47.3,13.49,0.29,06/01/2021
114,La Golondrina,Guanajuato,5.97,4.67,2.7,0.58,06/01/2021
115,Tejocotal,Hidalgo,49.23,40.64,9.56,0.24,06/01/2021
116,Divino Redentor,Querétaro,14.41,9.31,0,0,06/01/2021
117,La Muñeca,San Luis Potosí,31,24.14,5.92,0.25,06/01/2021
118,La Purísima,Guanajuato,181.93,110,60.11,0.55,06/01/2021
119,La Red,Jalisco,18.3,14.25,8.1,0.57,06/01/2021
120,Garabatillos,Jalisco,21.5,16,5.1,0.32,06/01/2021
121,La Soledad,Guanajuato,2.37,1.86,1.52,0.82,06/01/2021
122,La Venta,Querétaro,3.78,2.48,0,0,06/01/2021
123,Chapala,Jalisco,9279.71,8126.41,4827.62,0.59,06/01/2021
124,Tecoman,Colima,41.3,38.34,29.87,0.78,06/01/2021
125,Laguna de Tuxpan,Guerrero,19.5,17.65,13.47,0.76,06/01/2021
126,B. de Tavamatacheo,Guanajuato,325.2,278.79,71.71,0.26,06/01/2021
